product,category,brand,price,stock,sales,revenue,competitorPrice,month
Samsung Wearable 3075,Wearable,Samsung,1605.47,180,402,645398.94,1570.06,Feb
Samsung Mobile 3076,Mobile,Samsung,256.4,208,172,44100.8,239.51,Mar
Xiaomi Mobile 3077,Mobile,Xiaomi,668.24,82,269,179756.56,741.19,Feb
Apple Laptop 3078,Laptop,Apple,81.73,300,494,40374.62,74.03,Mar
Samsung Tablet 3079,Tablet,Samsung,1698.88,294,201,341474.88,1895.78,Dec
Boat Accessories 3080,Accessories,Boat,1221.79,85,300,366537,1164.51,Jul
Logitech Accessories 3081,Accessories,Logitech,898.72,156,119,106947.68,945.67,Apr
Samsung Wearable 3082,Wearable,Samsung,1435.4,62,111,159329.4,1357.76,Oct
HP Laptop 3083,Laptop,HP,1340.69,296,140,187696.6,1286.8,Jul
Apple Tablet 3084,Tablet,Apple,154.51,182,52,8034.52,144.36,Dec
Lenovo Laptop 3085,Laptop,Lenovo,495.15,289,101,50010.15,469.26,Nov
Apple Wearable 3086,Wearable,Apple,1787.73,38,439,784813.47,1784.11,Apr
JBL Accessories 3087,Accessories,JBL,720.47,93,410,295392.7,697.11,Jun
Boat Accessories 3088,Accessories,Boat,1950.53,11,37,72169.61,1850.69,Jan
Xiaomi Mobile 3089,Mobile,Xiaomi,1967.37,285,376,739731.12,2094.73,Jun
Samsung Wearable 3090,Wearable,Samsung,729.63,171,98,71503.74,789.49,Oct
JBL Accessories 3091,Accessories,JBL,673.67,168,137,92292.79,667.81,Oct
Samsung Tablet 3092,Tablet,Samsung,949.48,232,393,373145.64,1038.26,Nov
Sony Accessories 3093,Accessories,Sony,649.17,86,442,286933.14,632.53,Jan
Boat Accessories 3094,Accessories,Boat,1112.14,13,189,210194.46,1108.93,Apr
Apple Laptop 3095,Laptop,Apple,280.62,266,340,95410.8,269,Jul
Sony Accessories 3096,Accessories,Sony,1077.82,82,15,16167.3,1013.5,Feb
Lenovo Laptop 3097,Laptop,Lenovo,513,79,494,253422,553.33,Jun
Sony Accessories 3098,Accessories,Sony,1528.87,73,284,434199.08,1599.28,Oct
Noise Wearable 3099,Wearable,Noise,1908.96,21,471,899120.16,1782.89,Jan
Apple Laptop 3100,Laptop,Apple,1377.62,115,362,498698.44,1513.51,Dec
Apple Mobile 3101,Mobile,Apple,1069.32,108,49,52396.68,1134.44,Dec
Lenovo Laptop 3102,Laptop,Lenovo,1291.47,271,467,603116.49,1310.05,Jan
Apple Tablet 3103,Tablet,Apple,459.79,226,454,208744.66,416.11,Jan
Apple Laptop 3104,Laptop,Apple,148.97,181,164,24431.08,157.06,Sep
Apple Tablet 3105,Tablet,Apple,524.84,52,110,57732.4,589.46,May
Fitbit Wearable 3106,Wearable,Fitbit,303.23,28,436,132208.28,343.75,Apr
Samsung Mobile 3107,Mobile,Samsung,1282.9,12,389,499048.1,1164.97,Apr
Apple Wearable 3108,Wearable,Apple,824.29,296,458,377524.82,790.74,Feb
Apple Laptop 3109,Laptop,Apple,1703.66,236,98,166958.68,1772.76,Apr
Fitbit Wearable 3110,Wearable,Fitbit,255.61,7,478,122181.58,282.84,Apr
Apple Laptop 3111,Laptop,Apple,879.75,194,490,431077.5,948.7,Jun
Samsung Mobile 3112,Mobile,Samsung,299.15,284,346,103505.9,330.8,Sep
Apple Laptop 3113,Laptop,Apple,532.95,182,427,227569.65,546.82,Dec
Apple Tablet 3114,Tablet,Apple,621.42,54,395,245460.9,612.66,Oct
Xiaomi Mobile 3115,Mobile,Xiaomi,1136.01,271,295,335122.95,1113.25,Apr
Apple Tablet 3116,Tablet,Apple,1402.26,89,408,572122.08,1537.57,Sep
Lenovo Tablet 3117,Tablet,Lenovo,630.37,113,192,121031.04,686.72,May
Sony Accessories 3118,Accessories,Sony,557.74,106,54,30117.96,616.46,Apr
Samsung Mobile 3119,Mobile,Samsung,711.9,256,121,86139.9,698.42,Mar
Logitech Accessories 3120,Accessories,Logitech,1300.11,234,487,633153.57,1450.01,May
Apple Laptop 3121,Laptop,Apple,1702.39,213,265,451133.35,1927.59,Oct
Lenovo Laptop 3122,Laptop,Lenovo,800.65,117,37,29624.05,879.39,May
Samsung Tablet 3123,Tablet,Samsung,1300.67,284,150,195100.5,1315.51,Mar
Apple Tablet 3124,Tablet,Apple,69.64,215,350,24374,65.8,Dec
Boat Accessories 3125,Accessories,Boat,1203.56,290,193,232287.08,1218.79,Sep
Fitbit Wearable 3126,Wearable,Fitbit,1036.97,137,44,45626.68,1002.17,Nov
Fitbit Wearable 3127,Wearable,Fitbit,157.74,63,40,6309.6,160.18,May
JBL Accessories 3128,Accessories,JBL,370.45,137,451,167072.95,346.39,Nov
Fitbit Wearable 3129,Wearable,Fitbit,1983.97,116,208,412665.76,1946.09,Jun
Noise Wearable 3130,Wearable,Noise,612.64,192,319,195432.16,622.45,Nov
Lenovo Laptop 3131,Laptop,Lenovo,1908.78,191,111,211874.58,1825.07,Sep
Apple Mobile 3132,Mobile,Apple,1315.77,165,284,373678.68,1461.63,Feb
Lenovo Tablet 3133,Tablet,Lenovo,1107.29,105,56,62008.24,1036.77,Jun
Boat Accessories 3134,Accessories,Boat,1617.99,211,260,420677.4,1748.67,Apr
Lenovo Laptop 3135,Laptop,Lenovo,716.12,253,207,148236.84,716.22,May
Fitbit Wearable 3136,Wearable,Fitbit,1036.17,12,474,491144.58,1185.1,Dec
Samsung Tablet 3137,Tablet,Samsung,1971.7,293,292,575736.4,1801.19,Apr
Samsung Wearable 3138,Wearable,Samsung,1911.36,10,291,556205.76,1771.82,Jan
Logitech Accessories 3139,Accessories,Logitech,609.53,257,403,245640.59,625.74,Jan
Logitech Accessories 3140,Accessories,Logitech,1128.13,24,224,252701.12,1259.21,May
Apple Laptop 3141,Laptop,Apple,920.02,24,247,227244.94,985.95,Sep
Lenovo Tablet 3142,Tablet,Lenovo,773.03,280,51,39424.53,785.66,Apr
Lenovo Laptop 3143,Laptop,Lenovo,495.12,81,285,141109.2,559.98,Oct
Samsung Tablet 3144,Tablet,Samsung,1907.73,172,281,536072.13,1848.46,Jun
Lenovo Tablet 3145,Tablet,Lenovo,63.15,62,56,3536.4,58.52,Aug
Dell Laptop 3146,Laptop,Dell,638.53,226,500,319265,631.31,Aug
Lenovo Tablet 3147,Tablet,Lenovo,281.1,91,319,89670.9,284.05,Dec
Boat Accessories 3148,Accessories,Boat,962.7,289,442,425513.4,1054.11,Jan
Samsung Wearable 3149,Wearable,Samsung,1337.4,80,148,197935.2,1314.71,Jun
Apple Mobile 3150,Mobile,Apple,1898.19,234,378,717515.82,1781.02,Jun
Apple Laptop 3151,Laptop,Apple,1228.01,200,247,303318.47,1407.82,Jan
Noise Wearable 3152,Wearable,Noise,652.3,247,145,94583.5,718.89,Dec
Samsung Tablet 3153,Tablet,Samsung,1425.38,174,132,188150.16,1346.65,Aug
Fitbit Wearable 3154,Wearable,Fitbit,919.83,17,323,297105.09,899.57,Nov
Apple Tablet 3155,Tablet,Apple,1362.71,234,102,138996.42,1330.41,May
Lenovo Laptop 3156,Laptop,Lenovo,1762.35,273,202,355994.7,1879.79,Jan
HP Laptop 3157,Laptop,HP,299.37,295,65,19459.05,278.01,Sep
Apple Mobile 3158,Mobile,Apple,1419.82,73,317,450082.94,1322.9,Nov
Samsung Mobile 3159,Mobile,Samsung,1607.42,186,454,729768.68,1447.55,Dec
Samsung Tablet 3160,Tablet,Samsung,316.67,157,46,14566.82,333.6,Apr
Dell Laptop 3161,Laptop,Dell,1156.99,152,19,21982.81,1287.44,Aug
Samsung Mobile 3162,Mobile,Samsung,866.79,112,32,27737.28,812,Aug
Sony Accessories 3163,Accessories,Sony,197.46,286,388,76614.48,205.52,Mar
Lenovo Tablet 3164,Tablet,Lenovo,1023.51,111,156,159667.56,1094.34,Apr
Lenovo Tablet 3165,Tablet,Lenovo,913.02,260,179,163430.58,923.74,Dec
OnePlus Mobile 3166,Mobile,OnePlus,817.41,62,186,152038.26,758.89,Apr
Sony Accessories 3167,Accessories,Sony,642.9,29,41,26358.9,618.06,Apr
JBL Accessories 3168,Accessories,JBL,641.93,120,324,207985.32,608.46,Dec
JBL Accessories 3169,Accessories,JBL,794.33,191,348,276426.84,829.22,Dec
Dell Laptop 3170,Laptop,Dell,1188.83,220,362,430356.46,1303.89,Feb
Samsung Tablet 3171,Tablet,Samsung,1429.3,16,348,497396.4,1374.04,Jun
Samsung Tablet 3172,Tablet,Samsung,230.32,264,434,99958.88,258.52,Oct
Lenovo Tablet 3173,Tablet,Lenovo,1315.75,68,446,586824.5,1428.59,May
Xiaomi Mobile 3174,Mobile,Xiaomi,1537.82,87,356,547463.92,1585.11,Sep
Apple Wearable 3175,Wearable,Apple,515.68,196,82,42285.76,539.45,Nov
Logitech Accessories 3176,Accessories,Logitech,488.58,283,82,40063.56,556.86,Aug
Dell Laptop 3177,Laptop,Dell,497.4,116,280,139272,498.88,Apr
Lenovo Tablet 3178,Tablet,Lenovo,695.6,256,269,187116.4,632.68,Mar
HP Laptop 3179,Laptop,HP,180.16,239,324,58371.84,177.31,Dec
Lenovo Tablet 3180,Tablet,Lenovo,1861.37,53,109,202889.33,1967.94,Mar
Apple Tablet 3181,Tablet,Apple,559.71,242,11,6156.81,513.93,Aug
Fitbit Wearable 3182,Wearable,Fitbit,1904.34,47,280,533215.2,1926.05,Jun
Samsung Wearable 3183,Wearable,Samsung,1462.38,291,307,448950.66,1346.24,Mar
Apple Wearable 3184,Wearable,Apple,439.02,228,246,107998.92,416.05,Feb
Dell Laptop 3185,Laptop,Dell,631.49,25,400,252596,674.22,May
Sony Accessories 3186,Accessories,Sony,112.84,114,461,52019.24,123.39,Oct
Boat Accessories 3187,Accessories,Boat,719.73,145,289,208001.97,765.05,Dec
JBL Accessories 3188,Accessories,JBL,969.98,124,348,337553.04,936.99,Apr
Apple Tablet 3189,Tablet,Apple,996.3,193,402,400512.6,1087.3,Aug
JBL Accessories 3190,Accessories,JBL,1677.81,131,13,21811.53,1748.65,Sep
OnePlus Mobile 3191,Mobile,OnePlus,1427.5,80,359,512472.5,1562.14,Oct
Logitech Accessories 3192,Accessories,Logitech,1480.76,67,306,453112.56,1431.74,Jul
Samsung Wearable 3193,Wearable,Samsung,137.51,288,344,47303.44,140.24,Dec
OnePlus Mobile 3194,Mobile,OnePlus,343.82,79,110,37820.2,348.18,Apr
Boat Accessories 3195,Accessories,Boat,680.76,137,139,94625.64,649.73,Jan
Boat Accessories 3196,Accessories,Boat,298.98,195,138,41259.24,335.12,Dec
Apple Tablet 3197,Tablet,Apple,331.74,272,320,106156.8,358.18,Dec
Sony Accessories 3198,Accessories,Sony,1580.94,276,196,309864.24,1683.51,Oct
Noise Wearable 3199,Wearable,Noise,1894.17,17,380,719784.6,1821.81,Jun
Lenovo Tablet 3200,Tablet,Lenovo,439.85,245,383,168462.55,402.88,Jul
Logitech Accessories 3201,Accessories,Logitech,1054.58,163,152,160296.16,1119.31,Oct
Apple Tablet 3202,Tablet,Apple,745.47,182,429,319806.63,687.27,Oct
Xiaomi Mobile 3203,Mobile,Xiaomi,1120.33,270,30,33609.9,1280.06,May
HP Laptop 3204,Laptop,HP,1201.72,30,394,473477.68,1360.96,Feb
Logitech Accessories 3205,Accessories,Logitech,932.87,296,218,203365.66,935.81,Feb
JBL Accessories 3206,Accessories,JBL,634.93,184,359,227939.87,692.79,May
Apple Wearable 3207,Wearable,Apple,1900.69,296,64,121644.16,2164.59,Oct
Apple Tablet 3208,Tablet,Apple,1126.59,239,138,155469.42,1083.16,Oct
Lenovo Tablet 3209,Tablet,Lenovo,1402.38,252,166,232795.08,1432.4,Dec
HP Laptop 3210,Laptop,HP,1891.78,87,354,669690.12,1981.44,Jan
Samsung Tablet 3211,Tablet,Samsung,746.93,208,320,239017.6,709.37,Jan
Lenovo Tablet 3212,Tablet,Lenovo,680.74,79,60,40844.4,665.98,Jun
Noise Wearable 3213,Wearable,Noise,1298.08,17,207,268702.56,1330.12,Sep
Logitech Accessories 3214,Accessories,Logitech,376.8,75,293,110402.4,389.23,Jun
Dell Laptop 3215,Laptop,Dell,396.75,40,19,7538.25,445.95,Apr
Noise Wearable 3216,Wearable,Noise,1684.48,228,148,249303.04,1639.25,Mar
Logitech Accessories 3217,Accessories,Logitech,1916.9,17,246,471557.4,1765.04,Jul
Dell Laptop 3218,Laptop,Dell,1844.72,53,163,300689.36,1850.81,Jun
OnePlus Mobile 3219,Mobile,OnePlus,667.75,68,211,140895.25,693.48,Oct
Noise Wearable 3220,Wearable,Noise,828.17,135,233,192963.61,938.93,Jun
Samsung Tablet 3221,Tablet,Samsung,394.39,274,182,71778.98,376.84,Nov
Samsung Tablet 3222,Tablet,Samsung,193.77,179,294,56968.38,181.82,Jun
Noise Wearable 3223,Wearable,Noise,1811.26,118,479,867593.54,1675.56,Jul
Samsung Tablet 3224,Tablet,Samsung,1216.31,145,329,400165.99,1345.14,Nov
Samsung Wearable 3225,Wearable,Samsung,932.15,191,384,357945.6,862.39,Dec
Apple Wearable 3226,Wearable,Apple,935.85,145,495,463245.75,1003.31,May
HP Laptop 3227,Laptop,HP,1201.32,86,113,135749.16,1220.53,Nov
Apple Mobile 3228,Mobile,Apple,1155.67,292,35,40448.45,1061.99,May
Logitech Accessories 3229,Accessories,Logitech,523.16,79,280,146484.8,481.31,Sep
Samsung Mobile 3230,Mobile,Samsung,1579.81,109,279,440766.99,1583.4,Apr
Lenovo Tablet 3231,Tablet,Lenovo,1660.02,233,427,708828.54,1741.32,Jul
Xiaomi Mobile 3232,Mobile,Xiaomi,1558.61,127,60,93516.6,1687.54,Mar
Xiaomi Mobile 3233,Mobile,Xiaomi,946.43,250,193,182660.99,1010.49,Aug
Samsung Wearable 3234,Wearable,Samsung,1121.24,182,185,207429.4,1286.4,Jul
Samsung Mobile 3235,Mobile,Samsung,851.12,88,318,270656.16,777.14,Oct
Lenovo Tablet 3236,Tablet,Lenovo,1859.09,186,279,518686.11,1947.18,Oct
Samsung Tablet 3237,Tablet,Samsung,1938.57,28,472,915005.04,1900.55,Mar
Logitech Accessories 3238,Accessories,Logitech,852.74,193,460,392260.4,923.11,Nov
Sony Accessories 3239,Accessories,Sony,98.89,101,477,47170.53,103.1,Feb
OnePlus Mobile 3240,Mobile,OnePlus,1371.3,86,178,244091.4,1476.66,Feb
HP Laptop 3241,Laptop,HP,265.25,244,86,22811.5,286.48,Jun
Logitech Accessories 3242,Accessories,Logitech,1280.92,205,467,598189.64,1366.67,Jul
Samsung Mobile 3243,Mobile,Samsung,390.93,36,206,80531.58,406.77,Jan
Samsung Wearable 3244,Wearable,Samsung,1604.41,255,383,614489.03,1535.34,Apr
Xiaomi Mobile 3245,Mobile,Xiaomi,1999.81,144,217,433958.77,1806.45,Dec
Logitech Accessories 3246,Accessories,Logitech,1356.74,29,116,157381.84,1301.16,Jul
Noise Wearable 3247,Wearable,Noise,375.89,242,430,161632.7,348.54,Jul
Lenovo Tablet 3248,Tablet,Lenovo,1413.75,198,331,467951.25,1337.17,Feb
Boat Accessories 3249,Accessories,Boat,1538.07,82,181,278390.67,1455.28,May
Boat Accessories 3250,Accessories,Boat,223.45,16,453,101222.85,235.07,Mar
Apple Mobile 3251,Mobile,Apple,737.44,236,308,227131.52,832.18,Oct
Samsung Tablet 3252,Tablet,Samsung,711.17,59,454,322871.18,782.05,Jul
Boat Accessories 3253,Accessories,Boat,1081.37,144,304,328736.48,1211.46,Dec
JBL Accessories 3254,Accessories,JBL,1531.29,58,255,390478.95,1733.14,Feb
Logitech Accessories 3255,Accessories,Logitech,620.49,299,140,86868.6,585.35,Apr
Samsung Tablet 3256,Tablet,Samsung,917.53,95,48,44041.44,923.72,Jan
Sony Accessories 3257,Accessories,Sony,1356.23,268,391,530285.93,1325.19,Apr
Apple Tablet 3258,Tablet,Apple,1118.01,124,343,383477.43,1059.83,Aug
Noise Wearable 3259,Wearable,Noise,1132.86,138,43,48712.98,1093.65,May
Noise Wearable 3260,Wearable,Noise,380.58,25,346,131680.68,401,Jan
HP Laptop 3261,Laptop,HP,556.77,154,432,240524.64,565.35,Sep
Sony Accessories 3262,Accessories,Sony,434.29,54,11,4777.19,451.19,May
Samsung Mobile 3263,Mobile,Samsung,584.21,260,327,191036.67,534.57,Jun
Fitbit Wearable 3264,Wearable,Fitbit,1030.04,194,95,97853.8,1184.06,Apr
Lenovo Tablet 3265,Tablet,Lenovo,1747.3,244,15,26209.5,1712.72,Jul
Apple Tablet 3266,Tablet,Apple,1376.15,201,453,623395.95,1526.93,Feb
Lenovo Tablet 3267,Tablet,Lenovo,503.65,199,314,158146.1,571.71,Jan
Apple Tablet 3268,Tablet,Apple,1244.62,129,340,423170.8,1130.92,Aug
Boat Accessories 3269,Accessories,Boat,862.79,31,379,326997.41,809.58,Nov
Boat Accessories 3270,Accessories,Boat,924.31,32,483,446441.73,1002.29,Nov
Sony Accessories 3271,Accessories,Sony,1682.77,179,422,710128.94,1760.92,Oct
Boat Accessories 3272,Accessories,Boat,76.57,258,291,22281.87,69.92,Jun
Boat Accessories 3273,Accessories,Boat,236.62,220,369,87312.78,232.31,Mar
Boat Accessories 3274,Accessories,Boat,460.61,234,103,47442.83,512.97,Mar
Samsung Wearable 3275,Wearable,Samsung,360.93,282,384,138597.12,411.17,Nov
Sony Accessories 3276,Accessories,Sony,264.53,126,427,112954.31,244.41,Dec
Apple Wearable 3277,Wearable,Apple,1742.35,246,187,325819.45,1587.97,Apr
OnePlus Mobile 3278,Mobile,OnePlus,1490.24,244,441,657195.84,1533.93,May
Lenovo Laptop 3279,Laptop,Lenovo,1383.48,282,47,65023.56,1562.07,May
Noise Wearable 3280,Wearable,Noise,1897.54,112,217,411766.18,2073.64,Jun
Xiaomi Mobile 3281,Mobile,Xiaomi,758.13,9,432,327512.16,834.65,Jul
Boat Accessories 3282,Accessories,Boat,1088.49,286,119,129530.31,1059.04,Oct
Lenovo Laptop 3283,Laptop,Lenovo,1497.87,267,452,677037.24,1643.46,Aug
Samsung Tablet 3284,Tablet,Samsung,1221.44,117,391,477583.04,1149.8,Nov
Lenovo Laptop 3285,Laptop,Lenovo,1999.37,167,229,457855.73,1867.67,Oct
JBL Accessories 3286,Accessories,JBL,717.22,165,190,136271.8,744.67,Aug
Samsung Wearable 3287,Wearable,Samsung,1533.13,254,399,611718.87,1644.89,Mar
HP Laptop 3288,Laptop,HP,1804.88,172,26,46926.88,1827.58,Aug
JBL Accessories 3289,Accessories,JBL,740.81,135,274,202981.94,783.18,Jun
Sony Accessories 3290,Accessories,Sony,318.82,187,294,93733.08,333.46,Oct
HP Laptop 3291,Laptop,HP,1717.52,68,430,738533.6,1584.54,Jul
Lenovo Tablet 3292,Tablet,Lenovo,269.15,101,192,51676.8,269.05,Mar
Boat Accessories 3293,Accessories,Boat,130.94,287,473,61934.62,124.4,Jun
Sony Accessories 3294,Accessories,Sony,618.7,118,384,237580.8,679.11,Sep
Samsung Mobile 3295,Mobile,Samsung,991.37,199,282,279566.34,1107.04,May
Apple Laptop 3296,Laptop,Apple,1350.87,295,64,86455.68,1427.66,Feb
Samsung Mobile 3297,Mobile,Samsung,1970.33,111,276,543811.08,1789.74,Aug
Samsung Wearable 3298,Wearable,Samsung,1537.91,221,205,315271.55,1561.33,Mar
Sony Accessories 3299,Accessories,Sony,568.81,226,308,175193.48,617.25,Jan
Sony Accessories 3300,Accessories,Sony,904.14,91,441,398725.74,813.94,Dec
Apple Laptop 3301,Laptop,Apple,1109.45,242,227,251845.15,1110.34,Feb
Lenovo Tablet 3302,Tablet,Lenovo,1174.05,213,81,95098.05,1112.88,May
Sony Accessories 3303,Accessories,Sony,1714.51,188,26,44577.26,1605.49,Sep
Samsung Tablet 3304,Tablet,Samsung,1563.48,71,465,727018.2,1432.79,Jun
JBL Accessories 3305,Accessories,JBL,624.71,59,479,299236.09,584.18,Apr
Apple Tablet 3306,Tablet,Apple,1406.82,44,84,118172.88,1358.07,Nov
OnePlus Mobile 3307,Mobile,OnePlus,1077.8,78,375,404175,1220.19,Oct
Dell Laptop 3308,Laptop,Dell,93.17,258,27,2515.59,96.46,Aug
Samsung Mobile 3309,Mobile,Samsung,579.92,158,245,142080.4,568.91,Aug
JBL Accessories 3310,Accessories,JBL,1562.39,15,478,746822.42,1424.07,May
Samsung Tablet 3311,Tablet,Samsung,101.34,284,244,24726.96,107.22,Jan
Samsung Tablet 3312,Tablet,Samsung,1405.76,99,83,116678.08,1366.98,Feb
Logitech Accessories 3313,Accessories,Logitech,1384.93,247,378,523503.54,1345.73,May
Samsung Tablet 3314,Tablet,Samsung,965.85,204,136,131355.6,878.02,Jul
Sony Accessories 3315,Accessories,Sony,1426.88,84,238,339597.44,1335.23,Mar
Samsung Wearable 3316,Wearable,Samsung,1733.43,19,117,202811.31,1915.65,Jul
Apple Wearable 3317,Wearable,Apple,1370.75,251,69,94581.75,1265.71,Jan
Noise Wearable 3318,Wearable,Noise,1560.68,199,248,387048.64,1780.44,Apr
Dell Laptop 3319,Laptop,Dell,1954.83,231,16,31277.28,2147.59,Feb
Logitech Accessories 3320,Accessories,Logitech,242.46,215,406,98438.76,234.88,Nov
Noise Wearable 3321,Wearable,Noise,878.86,33,270,237292.2,988.77,Aug
Logitech Accessories 3322,Accessories,Logitech,240.01,253,246,59042.46,228.84,Jan
Boat Accessories 3323,Accessories,Boat,74.24,214,165,12249.6,82.32,Feb
Fitbit Wearable 3324,Wearable,Fitbit,1879.66,191,330,620287.8,1895.67,Oct
Lenovo Laptop 3325,Laptop,Lenovo,1304.8,202,41,53496.8,1431.78,Jan
Apple Mobile 3326,Mobile,Apple,1586.85,292,418,663303.3,1537.83,Mar
Samsung Tablet 3327,Tablet,Samsung,1157.71,106,500,578855,1085.38,Jul
Fitbit Wearable 3328,Wearable,Fitbit,1960.26,17,494,968368.44,1792.09,Feb
Logitech Accessories 3329,Accessories,Logitech,121.54,21,400,48616,124.88,Sep
OnePlus Mobile 3330,Mobile,OnePlus,1111.78,86,50,55589,1168.16,Apr
Fitbit Wearable 3331,Wearable,Fitbit,808.43,18,73,59015.39,910.09,Dec
Lenovo Laptop 3332,Laptop,Lenovo,1405.28,242,12,16863.36,1382.84,Apr
Dell Laptop 3333,Laptop,Dell,1323.21,212,335,443275.35,1512.08,Apr
Apple Laptop 3334,Laptop,Apple,258.69,182,160,41390.4,250.36,Apr
Noise Wearable 3335,Wearable,Noise,1162.07,65,209,242872.63,1178.57,Mar
HP Laptop 3336,Laptop,HP,668.66,63,396,264789.36,751.71,Jan
Noise Wearable 3337,Wearable,Noise,1598.41,184,328,524278.48,1800.93,Dec
Lenovo Tablet 3338,Tablet,Lenovo,1088.52,57,259,281926.68,1010.43,Nov
Samsung Wearable 3339,Wearable,Samsung,793.8,76,375,297675,884.13,Apr
Noise Wearable 3340,Wearable,Noise,1264.75,128,75,94856.25,1351.44,Feb
Samsung Tablet 3341,Tablet,Samsung,676.03,296,200,135206,696.43,Jan
Samsung Tablet 3342,Tablet,Samsung,195.41,298,487,95164.67,206.4,Sep
Apple Laptop 3343,Laptop,Apple,823.11,183,222,182730.42,814.24,Apr
Apple Wearable 3344,Wearable,Apple,1899.84,23,136,258378.24,1953.31,Mar
Xiaomi Mobile 3345,Mobile,Xiaomi,597.33,236,47,28074.51,685.76,Apr
Samsung Wearable 3346,Wearable,Samsung,622.69,69,113,70363.97,640.63,Nov
Boat Accessories 3347,Accessories,Boat,1697.12,102,222,376760.64,1608.67,Aug
Dell Laptop 3348,Laptop,Dell,817.79,254,25,20444.75,843.61,Jan
Lenovo Laptop 3349,Laptop,Lenovo,930.8,106,370,344396,939.79,Jul
JBL Accessories 3350,Accessories,JBL,1537.22,193,425,653318.5,1733.07,Jul
Samsung Wearable 3351,Wearable,Samsung,411.84,111,329,135495.36,377.93,Apr
Logitech Accessories 3352,Accessories,Logitech,1420.9,249,105,149194.5,1606.53,Sep
Sony Accessories 3353,Accessories,Sony,114.38,55,26,2973.88,124.39,Sep
Samsung Wearable 3354,Wearable,Samsung,1950.48,121,338,659262.24,1838.25,Jul
Apple Mobile 3355,Mobile,Apple,1455.31,143,436,634515.16,1614.08,Nov
OnePlus Mobile 3356,Mobile,OnePlus,419.99,97,85,35699.15,459.04,Nov
Apple Tablet 3357,Tablet,Apple,1986,201,148,293928,2254.61,Dec
Samsung Wearable 3358,Wearable,Samsung,123.49,60,194,23957.06,121.17,Jun
Logitech Accessories 3359,Accessories,Logitech,314.48,285,199,62581.52,298.72,Nov
OnePlus Mobile 3360,Mobile,OnePlus,1193.35,53,98,116948.3,1272.44,Dec
Lenovo Tablet 3361,Tablet,Lenovo,1159.15,251,113,130983.95,1160.04,Sep
Sony Accessories 3362,Accessories,Sony,1343.77,159,275,369536.75,1436.79,Sep
Xiaomi Mobile 3363,Mobile,Xiaomi,1441.93,44,31,44699.83,1299.94,Oct
Lenovo Tablet 3364,Tablet,Lenovo,886.05,32,195,172779.75,822.81,Jan
Apple Wearable 3365,Wearable,Apple,987.39,10,174,171805.86,1110.69,Jun
Lenovo Tablet 3366,Tablet,Lenovo,1299.69,137,329,427598.01,1434.78,Nov
Lenovo Laptop 3367,Laptop,Lenovo,472.32,45,271,127998.72,444.51,Oct
Dell Laptop 3368,Laptop,Dell,520.56,236,331,172305.36,491.72,Oct
Apple Tablet 3369,Tablet,Apple,66.83,137,41,2740.03,64.94,Apr
Noise Wearable 3370,Wearable,Noise,391.41,297,460,180048.6,392.77,Jan
Xiaomi Mobile 3371,Mobile,Xiaomi,1893.65,5,302,571882.3,2073.13,Dec
Apple Laptop 3372,Laptop,Apple,762.87,196,471,359311.77,757.68,Feb
Apple Mobile 3373,Mobile,Apple,1709.54,162,407,695782.78,1654.95,Sep
Samsung Mobile 3374,Mobile,Samsung,994.58,223,281,279476.98,1021.28,Jun
Logitech Accessories 3375,Accessories,Logitech,1760.72,300,54,95078.88,1993.94,Dec
HP Laptop 3376,Laptop,HP,884.89,179,253,223877.17,994.87,Jun
Fitbit Wearable 3377,Wearable,Fitbit,703.62,298,93,65436.66,719.37,Jun
Apple Tablet 3378,Tablet,Apple,847.39,198,182,154224.98,918.36,Aug
Apple Mobile 3379,Mobile,Apple,564.79,13,411,232128.69,602.41,Aug
Sony Accessories 3380,Accessories,Sony,1911.09,172,244,466305.96,2164.8,Dec
Apple Laptop 3381,Laptop,Apple,1012.17,157,81,81985.77,1128.62,Mar
Boat Accessories 3382,Accessories,Boat,1874.02,56,267,500363.34,1968.48,Jun
Noise Wearable 3383,Wearable,Noise,1966.48,14,252,495552.96,2214.13,Mar
Sony Accessories 3384,Accessories,Sony,1974.59,102,228,450206.52,1865.21,Jan
Lenovo Laptop 3385,Laptop,Lenovo,307.6,54,24,7382.4,350.43,Oct
Lenovo Tablet 3386,Tablet,Lenovo,1425.73,225,207,295126.11,1398.49,Jan
Lenovo Laptop 3387,Laptop,Lenovo,502.06,283,105,52716.3,540.78,Feb
Samsung Wearable 3388,Wearable,Samsung,1684.1,260,488,821840.8,1614.59,Aug
Sony Accessories 3389,Accessories,Sony,1527.92,132,223,340726.16,1626.71,Nov
Noise Wearable 3390,Wearable,Noise,1314.62,264,85,111742.7,1294.91,Jun
Apple Laptop 3391,Laptop,Apple,953.94,282,235,224175.9,934.65,Nov
Xiaomi Mobile 3392,Mobile,Xiaomi,1774.11,266,367,651098.37,1804.69,Mar
Samsung Tablet 3393,Tablet,Samsung,962.16,20,416,400258.56,893.37,Nov
Samsung Wearable 3394,Wearable,Samsung,1490.58,19,228,339852.24,1456.37,May
Apple Mobile 3395,Mobile,Apple,468.4,205,367,171902.8,508.67,Dec
OnePlus Mobile 3396,Mobile,OnePlus,178.84,216,430,76901.2,192.71,Sep
OnePlus Mobile 3397,Mobile,OnePlus,1885.6,93,273,514768.8,2006.68,May
